TimestampMicroSeconds,X,Y
21725805529,-0.877915,-0.305666
21725822375,-0.877433,-0.308265
21725837369,-0.876922,-0.310289
21725850520,-0.875808,-0.307373
21725867375,-0.874477,-0.303301
21725896615,-0.872051,-0.301355
21725912357,-0.871203,-0.300976
21725927361,-0.871586,-0.300010
21725940550,-0.836743,-0.408153
21725957327,-0.904183,-0.180782
21725972339,-0.867082,-0.292598
21725985583,-0.832673,-0.405833
21726002340,-0.895247,-0.176725
21726017341,-0.864401,-0.287976
21726048418,-0.865754,-0.283455
21726062361,-0.866775,-0.280208
21726075544,-0.828024,-0.404080
21726092346,-0.904974,-0.149715
21726107317,-0.864269,-0.273937
21726120607,-0.822079,-0.400749
21726137309,-0.865139,-0.266758
21726165571,-0.817060,-0.393712
21726210570,-0.813686,-0.391935
21726242360,-0.854582,-0.256851
21726272357,-0.849651,-0.251376
21726287329,-0.847533,-0.250127
21726300611,-0.794293,-0.381214
21726317362,-0.844123,-0.250385
21726422368,-0.771220,-0.379477
21726452344,-0.885253,-0.128825
21726467373,-0.887004,-0.118810
21726512324,-0.885918,-0.126885
21726525583,-0.778753,-0.371485
21726542332,-0.832329,-0.253041
21726557339,-0.832883,-0.250555
21726570599,-0.777382,-0.370199
21726587318,-0.831360,-0.250191
21726602330,-0.884957,-0.131973
21726660660,-0.881365,-0.137844
21726677358,-0.825655,-0.252199
21726705628,-0.878635,-0.135814
21726722359,-0.823279,-0.247955
21726737353,-0.822975,-0.246360
21726750637,-0.878312,-0.133561
21726767360,-0.822533,-0.243633
21726796733,-0.877283,-0.131341
21726812323,-0.820324,-0.240010
21726827362,-0.818832,-0.239774
21726840649,-0.871860,-0.133858
21726857324,-0.816526,-0.240404
21726872338,-0.814291,-0.242214
21726885637,-0.756732,-0.348344
21726902348,-0.806848,-0.247873
21726917320,-0.802672,-0.248533
21726948442,-0.796075,-0.249502
21726962359,-0.792748,-0.248888
21726975572,-0.739213,-0.356231
21726992308,-0.787536,-0.246451
21727007319,-0.785197,-0.245246
21727020637,-0.732236,-0.359979
21727037317,-0.780973,-0.245853
21727065640,-0.727144,-0.365142
21727110623,-0.722695,-0.360379
21727127318,-0.775614,-0.238540
21727142388,-0.775443,-0.237011
21727155633,-0.722401,-0.355587
21727172325,-0.773832,-0.235773
21727187317,-0.824880,-0.116138
21727200666,-0.773078,-0.233955
21727217370,-0.729385,-0.349712
21727262342,-0.742859,-0.345722
21727277347,-0.845895,-0.120811
21727290640,-0.735459,-0.330452
21727307349,-0.734032,-0.321801
21727352340,-0.741945,-0.310094
21727367346,-0.772401,-0.309813
21727398398,-0.817067,-0.308280
21727425691,-0.849593,-0.303628
21727442332,-0.866519,-0.301458
21727457315,-0.928763,-0.181575
21727470628,-0.928444,-0.201780
21727487318,-0.937715,-0.199240
21727502312,-0.903632,-0.296676
21727515605,-0.908910,-0.296571
21727560660,-0.961537,-0.190186
21727577391,-0.921156,-0.298526
21727605682,-0.921755,-0.304609
21727622340,-0.922029,-0.308534
21727650621,-0.920159,-0.315753
21727667345,-0.919036,-0.319755
21727696589,-0.958164,-0.214191
21727712343,-0.916643,-0.327692
21727727339,-0.954294,-0.228822
21727740519,-0.912598,-0.337133
21727757303,-0.907789,-0.342525
21727772308,-0.945780,-0.246273
21727785457,-0.903192,-0.350335
21727802310,-0.944807,-0.252670
21727817328,-0.947361,-0.251221
21727848414,-0.950443,-0.247010
21727862351,-1.005902,-0.120651
21727875552,-0.895083,-0.368430
21727892353,-0.953326,-0.241620
21727907309,-0.954579,-0.239863
21727920556,-0.954309,-0.244709
21727937302,-0.953460,-0.250138
21727952312,-1.015548,-0.130284
21727965543,-0.950973,-0.256680
21728010539,-0.884821,-0.381579
21728027412,-0.946128,-0.263529
